codice_istat;denominazione_ita_altra;denominazione_ita;denominazione_altra;cap;sigla_provincia;denominazione_provincia;tipologia_provincia;codice_regione;denominazione_regione;tipologia_regione;ripartizione_geografica;flag_capoluogo;codice_belfiore;lat;lon;superficie_kmq
068024;Montesilvano;Montesilvano;;65015;PE;Pescara;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;F646;42,5141348;14,1492830;23,3741
068025;Moscufo;Moscufo;;65010;PE;Pescara;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;F765;42,4284332;14,0547155;19,4778
068026;Nocciano;Nocciano;;65010;PE;Pescara;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;F908;42,3332354;13,9844745;13,9110
068027;Penne;Penne;;65017;PE;Pescara;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;G438;42,4586929;13,9271371;90,3373
068028;Pescara;Pescara;;65121;PE;Pescara;Provincia;13;Abruzzo;"statuto ordinario";Sud;SI;G482;42,4641173;14,2143544;34,3850
068028;Pescara;Pescara;;65122;PE;Pescara;Provincia;13;Abruzzo;"statuto ordinario";Sud;SI;G482;42,4641173;14,2143544;34,3850
068028;Pescara;Pescara;;65123;PE;Pescara;Provincia;13;Abruzzo;"statuto ordinario";Sud;SI;G482;42,4641173;14,2143544;34,3850
068028;Pescara;Pescara;;65124;PE;Pescara;Provincia;13;Abruzzo;"statuto ordinario";Sud;SI;G482;42,4641173;14,2143544;34,3850
068028;Pescara;Pescara;;65125;PE;Pescara;Provincia;13;Abruzzo;"statuto ordinario";Sud;SI;G482;42,4641173;14,2143544;34,3850
068028;Pescara;Pescara;;65126;PE;Pescara;Provincia;13;Abruzzo;"statuto ordinario";Sud;SI;G482;42,4641173;14,2143544;34,3850
068028;Pescara;Pescara;;65127;PE;Pescara;Provincia;13;Abruzzo;"statuto ordinario";Sud;SI;G482;42,4641173;14,2143544;34,3850
068028;Pescara;Pescara;;65128;PE;Pescara;Provincia;13;Abruzzo;"statuto ordinario";Sud;SI;G482;42,4641173;14,2143544;34,3850
068028;Pescara;Pescara;;65129;PE;Pescara;Provincia;13;Abruzzo;"statuto ordinario";Sud;SI;G482;42,4641173;14,2143544;34,3850
068029;Pescosansonesco;Pescosansonesco;;65020;PE;Pescara;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;G499;42,2531955;13,8840771;18,5644
068030;Pianella;Pianella;;65019;PE;Pescara;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;G555;42,3960603;14,0463604;47,4634
068031;Picciano;Picciano;;65010;PE;Pescara;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;G589;42,4748466;13,9913866;7,8157
068032;Pietranico;Pietranico;;65020;PE;Pescara;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;G621;42,2760090;13,9105099;15,0138
068033;"Popoli Terme";"Popoli Terme";;65026;PE;Pescara;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;G878;42,1757658;13,8309036;34,6597
068034;Roccamorice;Roccamorice;;65020;PE;Pescara;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;H425;42,2138718;14,0239845;25,3866
068035;Rosciano;Rosciano;;65020;PE;Pescara;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;H562;42,3217520;14,0477953;27,5313
068036;Salle;Salle;;65020;PE;Pescara;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;H715;42,1769279;13,9595185;21,2947
068037;"Sant'Eufemia a Maiella";"Sant'Eufemia a Maiella";;65020;PE;Pescara;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;I332;42,1253586;14,0278433;40,9047
068038;"San Valentino in Abruzzo Citeriore";"San Valentino in Abruzzo Citeriore";;65020;PE;Pescara;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;I376;42,2326167;13,9869333;16,4903
068039;Scafa;Scafa;;65027;PE;Pescara;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;I482;42,2679597;14,0020214;10,2634
068040;Serramonacesca;Serramonacesca;;65025;PE;Pescara;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;I649;42,2477773;14,0936043;24,0198
068041;Spoltore;Spoltore;;65010;PE;Pescara;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;I922;42,4552070;14,1408617;37,0382
068042;"Tocco da Casauria";"Tocco da Casauria";;65028;PE;Pescara;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;L186;42,2178098;13,9142915;29,6073
068043;"Torre de' Passeri";"Torre de' Passeri";;65029;PE;Pescara;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;L263;42,2447716;13,9274988;5,8698
068044;Turrivalignani;Turrivalignani;;65020;PE;Pescara;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;L475;42,2631562;14,0285208;6,2682
068045;Vicoli;Vicoli;;65010;PE;Pescara;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;L846;42,3420621;13,8976725;9,0527
068046;"Villa Celiera";"Villa Celiera";;65010;PE;Pescara;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;L922;42,3800373;13,8589578;12,9369
069001;Altino;Altino;;66040;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;A235;42,1009949;14,3310258;15,5285
069002;Archi;Archi;;66044;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;A367;42,0887974;14,3812550;27,9435
069003;Ari;Ari;;66010;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;A398;42,2907829;14,2601863;11,5254
069004;Arielli;Arielli;;66030;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;A402;42,2652590;14,3052731;11,6699
069005;Atessa;Atessa;;66041;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;A485;42,0677950;14,4430274;109,2516
069006;Bomba;Bomba;;66042;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;A956;42,0351147;14,3664144;17,1344
069007;Borrello;Borrello;;66040;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;B057;41,9200623;14,3034111;15,0167
069008;Bucchianico;Bucchianico;;66011;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;B238;42,3046169;14,1809347;37,8784
069009;"Montebello sul Sangro";"Montebello sul Sangro";;66040;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;B268;41,9869388;14,3247355;5,4309
069010;"Canosa Sannita";"Canosa Sannita";;66010;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;B620;42,2953113;14,3017597;13,8858
069011;"Carpineto Sinello";"Carpineto Sinello";;66030;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;B826;42,0105479;14,5049209;29,7442
069012;Carunchio;Carunchio;;66050;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;B853;41,9167303;14,5275183;32,4983
069013;Casacanditella;Casacanditella;;66010;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;B859;42,2485365;14,1998823;12,6204
069014;Casalanguida;Casalanguida;;66031;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;B861;42,0369313;14,4978686;13,5028
069015;Casalbordino;Casalbordino;;66021;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;B865;42,1505877;14,5851134;46,1112
069016;Casalincontrada;Casalincontrada;;66012;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;B896;42,2900628;14,1343548;16,2492
069017;Casoli;Casoli;;66043;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;B985;42,1146738;14,2909104;66,7406
069018;"Castel Frentano";"Castel Frentano";;66032;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;C114;42,1960409;14,3565821;21,8671
069019;Castelguidone;Castelguidone;;66040;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;C123;41,8233724;14,5226422;15,4038
069020;"Castiglione Messer Marino";"Castiglione Messer Marino";;66033;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;C298;41,8667215;14,4515222;47,1246
069021;"Celenza sul Trigno";"Celenza sul Trigno";;66050;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;C428;41,8715956;14,5808981;22,9001
069022;Chieti;Chieti;;66100;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;SI;C632;42,3497201;14,1673107;59,3149
069023;Civitaluparella;Civitaluparella;;66040;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;C768;41,9446862;14,3030105;22,3784
069024;"Civitella Messer Raimondo";"Civitella Messer Raimondo";;66010;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;C776;42,0884075;14,2161803;12,4512
069025;Colledimacine;Colledimacine;;66010;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;C855;42,0040479;14,2016631;11,1907
069026;Colledimezzo;Colledimezzo;;66040;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;C856;41,9855136;14,3810291;11,1248
069027;Crecchio;Crecchio;;66014;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;D137;42,2969807;14,3262500;18,8542
069028;Cupello;Cupello;;66051;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;D209;42,0722999;14,6715162;48,7228
069029;Dogliola;Dogliola;;66050;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;D315;41,9416848;14,6357569;11,7667
069030;"Fara Filiorum Petri";"Fara Filiorum Petri";;66010;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;D494;42,2485513;14,1859438;15,0386
069031;"Fara San Martino";"Fara San Martino";;66015;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;D495;42,0902471;14,2058701;44,7244
069032;Filetto;Filetto;;66030;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;D592;42,2258737;14,2442072;13,1251
069033;Fossacesia;Fossacesia;;66022;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;D738;42,2451832;14,4802977;30,0026
069034;Fraine;Fraine;;66050;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;D757;41,9045445;14,4871877;16,7811
069035;"Francavilla al Mare";"Francavilla al Mare";;66023;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;D763;42,4177823;14,2924499;23,1259
069036;Fresagrandinaria;Fresagrandinaria;;66050;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;D796;41,9753758;14,6624512;25,3492
069037;Frisa;Frisa;;66030;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;D803;42,2609317;14,3708669;11,5193
069038;Furci;Furci;;66050;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;D823;42,0083385;14,5863184;25,2772
069039;Gamberale;Gamberale;;66040;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;D898;41,9056534;14,2078197;15,3417
069040;Gessopalena;Gessopalena;;66010;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;D996;42,0563074;14,2741459;31,6468
069041;Gissi;Gissi;;66052;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;E052;42,0209627;14,5460849;37,0303
069042;"Giuliano Teatino";"Giuliano Teatino";;66010;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;E056;42,2929613;14,2758000;10,2144
069043;Guardiagrele;Guardiagrele;;66016;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;E243;42,1911316;14,2202753;55,4167
069044;Guilmi;Guilmi;;66050;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;E266;41,9968897;14,4758286;12,8523
069045;"Lama dei Peligni";"Lama dei Peligni";;66010;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;E424;42,0422908;14,1885991;31,3082
069046;Lanciano;Lanciano;;66034;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;E435;42,2311629;14,3905243;66,1150
069047;Lentella;Lentella;;66050;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;E531;41,9972482;14,6765848;12,9678
069048;Lettopalena;Lettopalena;;66010;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;E559;42,0032894;14,1584430;21,2451
069049;Liscia;Liscia;;66050;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;E611;41,9549836;14,5556118;8,3429
069050;Miglianico;Miglianico;;66010;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;F196;42,3597154;14,2913816;22,2177
069051;Montazzoli;Montazzoli;;66030;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;F433;41,9482594;14,4293088;39,4334
069052;Monteferrante;Monteferrante;;66040;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;F498;41,9540834;14,3890250;15,1604
069053;Montelapiano;Montelapiano;;66040;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;F535;41,9618254;14,3423411;8,0585
069054;Montenerodomo;Montenerodomo;;66010;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;F578;41,9765361;14,2518453;29,1348
069055;Monteodorisio;Monteodorisio;;66050;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;F582;42,0879248;14,6527970;24,5802
069056;Mozzagrogna;Mozzagrogna;;66030;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;F785;42,2125518;14,4448448;14,4255
069057;Orsogna;Orsogna;;66036;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;G128;42,2184600;14,2829107;25,6467
069058;Ortona;Ortona;;66026;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;G141;42,3555927;14,4035297;70,2555
069059;Paglieta;Paglieta;;66020;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;G237;42,1621046;14,4976040;33,5532
069060;Palena;Palena;;66017;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;G271;41,9832225;14,1378275;93,9845
069061;Palmoli;Palmoli;;66050;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;G290;41,9387838;14,5809977;32,6210
069062;Palombaro;Palombaro;;66010;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;G294;42,1242476;14,2304825;17,3225
069063;Pennadomo;Pennadomo;;66040;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;G434;42,0040899;14,3232368;11,0261
069064;Pennapiedimonte;Pennapiedimonte;;66010;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;G435;42,1518253;14,1947794;47,6500
069065;Perano;Perano;;66040;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;G441;42,1079546;14,3964056;6,9124
069066;Pizzoferrato;Pizzoferrato;;66040;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;G724;41,9222243;14,2370323;31,4234
069067;Poggiofiorito;Poggiofiorito;;66030;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;G760;42,2561579;14,3238196;9,7940
069068;Pollutri;Pollutri;;66020;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;G799;42,1373848;14,5920163;26,1911
069069;Pretoro;Pretoro;;66010;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;H052;42,2163666;14,1430760;25,6175
069070;Quadri;Quadri;;66040;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;H098;41,9256410;14,2882905;7,2920
069071;Rapino;Rapino;;66010;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;H184;42,2106574;14,1871731;20,8745
069072;"Ripa Teatina";"Ripa Teatina";;66010;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;H320;42,3578421;14,2340363;20,6306
069073;Roccamontepiano;Roccamontepiano;;66010;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;H424;42,2448287;14,1271812;17,8443
069074;"Rocca San Giovanni";"Rocca San Giovanni";;66020;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;H439;42,2509579;14,4650728;21,7546
069075;Roccascalegna;Roccascalegna;;66040;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;H442;42,0620160;14,3066332;22,9584
069076;Roccaspinalveti;Roccaspinalveti;;66050;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;H448;41,9380880;14,4711303;32,5505
069077;"Roio del Sangro";"Roio del Sangro";;66040;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;H495;41,9117527;14,3730141;11,9013
069078;Rosello;Rosello;;66040;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;H566;41,9015733;14,3487644;18,7700
069079;"San Buono";"San Buono";;66050;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;H784;41,9804645;14,5696826;25,1835
069080;"San Giovanni Lipioni";"San Giovanni Lipioni";;66050;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;H923;41,8425355;14,5621284;8,7039
069081;"San Giovanni Teatino";"San Giovanni Teatino";;66020;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;D690;42,4221424;14,1867294;18,2290
069082;"San Martino sulla Marrucina";"San Martino sulla Marrucina";;66010;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;H991;42,2249702;14,2143132;7,5353
069083;"San Salvo";"San Salvo";;66050;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;I148;42,0453950;14,7315971;19,6861
069084;"Santa Maria Imbaro";"Santa Maria Imbaro";;66030;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;I244;42,2195739;14,4476339;5,7574
069085;"Sant'Eusanio del Sangro";"Sant'Eusanio del Sangro";;66037;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;I335;42,1677746;14,3321823;24,8539
069086;"San Vito Chietino";"San Vito Chietino";;66038;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;I394;42,3025501;14,4460875;17,5347
069087;Scerni;Scerni;;66020;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;I520;42,1116779;14,5687307;41,3012
069088;"Schiavi di Abruzzo";"Schiavi di Abruzzo";;66045;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;I526;41,8159087;14,4849478;45,5158
069089;"Taranta Peligna";"Taranta Peligna";;66018;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;L047;42,0199369;14,1692149;21,8470
069090;Tollo;Tollo;;66010;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;L194;42,3392944;14,3179759;15,2989
069091;"Torino di Sangro";"Torino di Sangro";;66020;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;L218;42,1880447;14,5408522;31,5148
069092;Tornareccio;Tornareccio;;66046;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;L224;42,0381939;14,4125207;28,6875
069093;Torrebruna;Torrebruna;;66050;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;L253;41,8665346;14,5423918;23,1828
069094;"Torrevecchia Teatina";"Torrevecchia Teatina";;66010;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;L284;42,3808809;14,2086892;14,3071
069095;"Torricella Peligna";"Torricella Peligna";;66019;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;L291;42,0220305;14,2611566;36,5528
069096;Treglio;Treglio;;66030;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;L363;42,2671070;14,4249137;5,1148
069097;Tufillo;Tufillo;;66050;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;L459;41,9159495;14,6262889;21,6072
069098;Vacri;Vacri;;66010;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;L526;42,2977509;14,2327533;12,0478
069099;Vasto;Vasto;;66054;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;E372;42,1125156;14,7082457;71,2969
069100;Villalfonsina;Villalfonsina;;66020;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;L961;42,1618394;14,5715742;9,7829
069101;Villamagna;Villamagna;;66010;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;L964;42,3331194;14,2368668;12,9863
069102;"Villa Santa Maria";"Villa Santa Maria";;66047;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;M022;41,9504269;14,3504806;16,3700
069103;Pietraferrazzana;Pietraferrazzana;;66040;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;G613;41,9698977;14,3740349;4,4504
069104;Fallo;Fallo;;66040;CH;Chieti;Provincia;13;Abruzzo;"statuto ordinario";Sud;NO;D480;41,9389024;14,3224075;6,3793
070001;"Acquaviva Collecroce";"Acquaviva Collecroce";;86030;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;A050;41,8678272;14,7465799;28,3407
070002;Baranello;Baranello;;86011;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;A616;41,5261463;14,5597033;24,9910
070003;Bojano;Bojano;;86021;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;A930;41,4827437;14,4715215;53,1459
070004;Bonefro;Bonefro;;86041;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;A971;41,7019073;14,9340894;31,8348
070005;Busso;Busso;;86010;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;B295;41,5552457;14,5625092;23,3834
070006;Campobasso;Campobasso;;86100;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;SI;B519;41,5576976;14,6591565;55,9972
070007;Campochiaro;Campochiaro;;86020;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;B522;41,4483347;14,5057909;35,8208
070008;Campodipietra;Campodipietra;;86010;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;B528;41,5576322;14,7469403;19,9292
070009;Campolieto;Campolieto;;86040;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;B544;41,6337293;14,7663180;24,8005
070010;Campomarino;Campomarino;;86042;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;B550;41,9563864;15,0331726;76,4120
070011;Casacalenda;Casacalenda;;86043;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;B858;41,7396465;14,8468331;66,9100
070012;Casalciprano;Casalciprano;;86010;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;B871;41,5817176;14,5286473;20,1282
070013;Castelbottaccio;Castelbottaccio;;86030;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;C066;41,7529025;14,7072510;11,5462
070014;"Castellino del Biferno";"Castellino del Biferno";;86020;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;C175;41,7009887;14,7323011;15,2873
070015;Castelmauro;Castelmauro;;86031;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;C197;41,8293254;14,7105765;44,0796
070016;Castropignano;Castropignano;;86010;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;C346;41,6196534;14,5611649;26,5417
070017;Cercemaggiore;Cercemaggiore;;86012;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;C486;41,4601953;14,7220886;57,2798
070018;Cercepiccola;Cercepiccola;;86010;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;C488;41,4593571;14,6669880;16,6550
070019;Civitacampomarano;Civitacampomarano;;86030;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;C764;41,7801697;14,6878335;38,2328
070020;"Colle d'Anchise";"Colle d'Anchise";;86020;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;C854;41,5090992;14,5181023;15,8206
070021;Colletorto;Colletorto;;86044;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;C875;41,6632665;14,9731720;36,8072
070022;Duronia;Duronia;;86020;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;C772;41,6579371;14,4602430;22,6305
070023;Ferrazzano;Ferrazzano;;86010;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;D550;41,5307051;14,6713306;16,5766
070024;Fossalto;Fossalto;;86020;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;D737;41,6731763;14,5449534;28,7240
070025;Gambatesa;Gambatesa;;86013;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;D896;41,5098351;14,9144189;43,3674
070026;Gildone;Gildone;;86010;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;E030;41,5094478;14,7405707;29,7504
070027;Guardialfiera;Guardialfiera;;86030;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;E244;41,8024887;14,7929574;43,2621
070028;Guardiaregia;Guardiaregia;;86014;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;E248;41,4349482;14,5414535;43,3165
070029;Guglionesi;Guglionesi;;86034;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;E259;41,9110347;14,9138638;101,1850
070030;Jelsi;Jelsi;;86015;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;E381;41,5182012;14,7962250;28,8324
070031;Larino;Larino;;86035;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;E456;41,8004323;14,9111623;88,6614
070032;Limosano;Limosano;;86022;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;E599;41,6766108;14,6211270;28,7696
070033;Lucito;Lucito;;86030;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;E722;41,7316062;14,6881134;31,4507
070034;Lupara;Lupara;;86030;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;E748;41,7618841;14,7332686;25,4613
070035;"Macchia Valfortore";"Macchia Valfortore";;86040;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;E780;41,5931191;14,9109158;26,5740
070036;Mafalda;Mafalda;;86030;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;E799;41,9418902;14,7132552;32,7091
070037;Matrice;Matrice;;86030;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;F055;41,6122506;14,7110278;20,0890
070038;"Mirabello Sannitico";"Mirabello Sannitico";;86010;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;F233;41,5153299;14,6720699;21,7623
070039;Molise;Molise;;86020;CB;Campobasso;Provincia;14;Molise;"statuto ordinario";Sud;NO;F294;41,6308502;14,4939898;5,2186
